City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
237,Havoysund,NO,70.9963,24.6622,17.83,87,100,23.78,light snow,2022-01-04 15:09:24
238,Hithadhoo,MV,-0.6,73.0833,83.55,65,100,2.48,overcast clouds,2022-01-04 15:09:25
239,Torbay,CA,47.6666,-52.7314,23.58,92,90,11.5,snow,2022-01-04 15:09:25
240,Babati,TZ,-4.2167,35.75,82.47,23,100,6.38,overcast clouds,2022-01-04 15:09:26
241,Geraldton,AU,-28.7667,114.6,74.12,83,0,13.8,clear sky,2022-01-04 15:09:26
242,Teseney,ER,15.11,36.6575,81.21,29,12,11.83,few clouds,2022-01-04 15:09:27
243,Madison,US,34.7334,-86.5667,35.24,94,48,1.99,scattered clouds,2022-01-04 15:09:27
244,Namie,JP,37.4833,141.0,32.97,75,14,16.13,few clouds,2022-01-04 15:09:27
245,Quelimane,MZ,-17.8786,36.8883,82.74,68,100,8.37,overcast clouds,2022-01-04 15:09:28
246,Kayerkan,RU,69.3497,87.7602,0.37,94,100,11.81,light snow,2022-01-04 15:09:28
247,Carnarvon,AU,-24.8667,113.6333,78.87,73,0,19.57,light rain,2022-01-04 15:09:29
248,Longyearbyen,SJ,78.2186,15.6401,1.24,71,20,12.66,few clouds,2022-01-04 15:09:29
249,San Quintin,MX,30.4833,-115.95,52.45,77,99,8.23,overcast clouds,2022-01-04 15:09:29
250,Vostok,RU,46.4856,135.8833,-24.99,98,33,3.83,scattered clouds,2022-01-04 15:09:30
251,Siruguppa,IN,15.6333,76.9,72.99,42,24,5.95,few clouds,2022-01-04 15:09:30
252,Altay,CN,47.8667,88.1167,17.22,59,19,8.23,few clouds,2022-01-04 15:09:30
253,Sinegorye,RU,62.0788,150.477,-10.48,99,100,2.08,overcast clouds,2022-01-04 15:09:31
254,Half Moon Bay,US,37.4636,-122.4286,55.15,96,90,0.0,mist,2022-01-04 15:09:31
255,Eirunepe,BR,-6.6603,-69.8736,82.08,84,97,3.47,overcast clouds,2022-01-04 15:09:32
256,Rye,US,40.9807,-73.6837,27.91,62,0,1.01,clear sky,2022-01-04 15:09:32
257,Champerico,GT,14.3,-91.9167,86.76,66,0,0.72,clear sky,2022-01-04 15:09:32
258,Jinji,CN,23.2281,110.8261,65.32,74,1,0.51,clear sky,2022-01-04 15:09:33
259,Wufeng,CN,27.45,104.8333,33.93,89,80,3.4,broken clouds,2022-01-04 15:09:33
260,Ozernovskiy,RU,51.5,156.5167,25.92,65,100,6.46,overcast clouds,2022-01-04 15:09:33
261,Svetlogorsk,BY,52.6333,29.7333,35.01,96,100,6.2,overcast clouds,2022-01-04 15:08:39
262,Lazaro Cardenas,MX,17.9583,-102.2,78.42,49,0,2.26,clear sky,2022-01-04 15:09:34
263,Caldas Novas,BR,-17.7417,-48.625,80.26,70,70,9.91,broken clouds,2022-01-04 15:09:34
264,Matara,LK,5.9485,80.5353,77.67,87,84,2.64,broken clouds,2022-01-04 15:09:35
265,Shetpe,KZ,44.1667,52.1167,34.7,87,100,11.36,overcast clouds,2022-01-04 15:09:35
266,Sistranda,NO,63.7256,8.834,29.89,72,43,16.91,scattered clouds,2022-01-04 15:09:35
267,Kroya,ID,-7.6331,109.2461,78.82,78,88,2.46,overcast clouds,2022-01-04 15:09:36
268,Qaqortoq,GL,60.7167,-46.0333,41.5,56,99,18.14,overcast clouds,2022-01-04 15:09:36
269,Saint-Pierre,RE,-21.3393,55.4781,82.29,70,0,13.8,clear sky,2022-01-04 15:09:20
270,Inongo,CD,-1.95,18.2667,74.05,84,100,6.51,overcast clouds,2022-01-04 15:09:37
271,Sioux Lookout,CA,50.1001,-91.917,-1.82,94,100,7.18,overcast clouds,2022-01-04 15:09:37
272,Pontianak,ID,-0.0333,109.3333,76.98,94,20,3.44,moderate rain,2022-01-04 15:09:38
273,Cherskiy,RU,68.75,161.3,8.31,95,100,2.59,light snow,2022-01-04 15:09:38
274,Acarau,BR,-2.8856,-40.12,88.11,59,57,15.08,broken clouds,2022-01-04 15:09:38
275,Nokaneng,BW,-19.6667,22.2667,91.71,30,100,13.24,overcast clouds,2022-01-04 15:09:39
276,Butaritari,KI,3.0707,172.7902,81.36,67,100,9.75,overcast clouds,2022-01-04 15:09:39
277,Upernavik,GL,72.7868,-56.1549,5.34,92,99,13.67,overcast clouds,2022-01-04 15:07:18
278,Mgandu,TZ,-5.95,34.1333,76.69,49,100,4.27,overcast clouds,2022-01-04 15:09:41
279,Tripoli,LY,32.8752,13.1875,66.72,42,0,5.39,clear sky,2022-01-04 15:07:47
280,Ancud,CL,-41.8697,-73.8203,56.73,62,50,5.14,scattered clouds,2022-01-04 15:09:24
281,Balkanabat,TM,39.5108,54.3671,46.89,51,100,6.73,overcast clouds,2022-01-04 15:09:42
282,Bathsheba,BB,13.2167,-59.5167,81.21,65,75,20.71,broken clouds,2022-01-04 15:09:42
283,Port Keats,AU,-14.25,129.55,84.51,79,68,12.35,broken clouds,2022-01-04 15:09:43
284,Wajima,JP,37.4,136.9,34.2,76,100,21.21,light rain,2022-01-04 15:09:43
285,Roald,NO,62.5833,6.1333,36.09,80,75,9.22,broken clouds,2022-01-04 15:09:44
286,Galle,LK,6.0367,80.217,79.0,82,78,4.61,broken clouds,2022-01-04 15:07:34
287,Yerbogachen,RU,61.2767,108.0108,-31.27,100,70,2.77,broken clouds,2022-01-04 15:09:45
288,Cockburn Town,TC,21.4612,-71.1419,78.22,67,4,10.25,clear sky,2022-01-04 15:05:14
289,Lagoa,PT,39.05,-27.9833,57.43,61,92,7.34,overcast clouds,2022-01-04 15:09:45
290,Helong,CN,42.5397,128.9972,0.88,80,1,4.7,clear sky,2022-01-04 15:09:46
291,Kiama,AU,-34.6833,150.8667,71.38,87,31,5.37,scattered clouds,2022-01-04 15:09:46
292,Provideniya,RU,64.3833,-173.3,6.76,89,19,5.84,few clouds,2022-01-04 15:09:47
293,Syracuse,IT,37.0881,15.2792,66.43,69,0,3.02,clear sky,2022-01-04 15:09:47
294,Meulaboh,ID,4.1363,96.1285,76.44,85,66,2.06,broken clouds,2022-01-04 15:09:47
295,Porto Novo,BJ,6.4965,2.6036,87.93,51,88,11.18,overcast clouds,2022-01-04 15:09:48
296,Vangaindrano,MG,-23.35,47.6,79.23,78,52,5.66,broken clouds,2022-01-04 15:09:49
297,Lamar,US,33.6668,-95.5836,40.64,69,1,12.66,clear sky,2022-01-04 15:09:49
298,Hasaki,JP,35.7333,140.8333,36.0,40,20,26.93,few clouds,2022-01-04 15:09:50
299,Tumen,CN,42.9661,129.8425,2.07,87,3,3.56,clear sky,2022-01-04 15:09:50
300,Peniche,PT,39.3558,-9.3811,59.74,79,45,23.67,scattered clouds,2022-01-04 15:09:50
301,Guerrero Negro,MX,27.9769,-114.0611,56.17,80,65,10.38,broken clouds,2022-01-04 15:09:51
302,Ikom,NG,5.9667,8.7063,96.71,20,100,2.62,overcast clouds,2022-01-04 15:09:51
303,Jizan,SA,17.3333,42.6667,79.39,58,75,8.5,broken clouds,2022-01-04 15:09:51
304,San Jose De Gracia,MX,20.6667,-102.5833,59.41,45,0,1.57,clear sky,2022-01-04 15:05:05
305,Ballina,AU,-28.8667,153.5667,72.79,98,15,14.27,few clouds,2022-01-04 15:09:52
306,Puli,TW,23.9664,120.9695,63.21,78,38,4.56,scattered clouds,2022-01-04 15:09:52
307,Otane,NZ,-39.8833,176.6333,63.39,97,91,1.61,overcast clouds,2022-01-04 15:09:53
308,Ulladulla,AU,-35.35,150.4667,69.76,83,52,2.51,broken clouds,2022-01-04 15:09:53
309,Robertsonpet,IN,12.9667,78.2833,67.1,75,7,8.39,clear sky,2022-01-04 15:09:54
310,Cap-Aux-Meules,CA,47.3821,-61.8597,19.38,66,100,22.19,overcast clouds,2022-01-04 15:09:54
311,Kendal,GB,54.3268,-2.7476,42.31,78,5,16.37,clear sky,2022-01-04 15:09:55
312,Pangnirtung,CA,66.1451,-65.7125,5.58,77,83,6.58,broken clouds,2022-01-04 15:09:55
313,East London,ZA,-33.0153,27.9116,72.73,90,95,12.57,overcast clouds,2022-01-04 15:09:56
314,Izumo,JP,35.3667,132.7667,39.45,91,99,7.05,overcast clouds,2022-01-04 15:05:12
315,Touros,BR,-5.1989,-35.4608,90.5,58,56,16.26,broken clouds,2022-01-04 15:09:56
316,Coahuayana,MX,18.7333,-103.6833,77.77,64,0,2.55,clear sky,2022-01-04 15:09:57
317,Bambanglipuro,ID,-7.95,110.2833,77.86,75,100,2.95,overcast clouds,2022-01-04 15:09:57
318,Hinche,HT,19.15,-72.0167,80.02,48,5,3.27,clear sky,2022-01-04 15:09:57
319,Severo-Kurilsk,RU,50.6789,156.125,26.96,94,100,6.31,snow,2022-01-04 15:09:58
320,Yar-Sale,RU,66.8333,70.8333,2.71,96,100,20.36,light snow,2022-01-04 15:09:58
321,Dubbo,AU,-32.25,148.6167,68.13,77,0,14.97,clear sky,2022-01-04 15:09:58
322,Rassvet,RU,46.8333,40.75,36.23,79,52,16.24,broken clouds,2022-01-04 15:09:59
323,Vanimo,PG,-2.6741,141.3028,77.22,90,100,7.81,overcast clouds,2022-01-04 15:09:59
324,Kilindoni,TZ,-7.9139,39.6668,83.77,70,93,12.68,overcast clouds,2022-01-04 15:09:59
325,Binga,ZW,-17.6203,27.3414,84.81,55,91,5.21,overcast clouds,2022-01-04 15:10:03
326,Juan Lacaze,UY,-34.4342,-57.4381,84.27,55,74,16.35,broken clouds,2022-01-04 15:10:04
327,Cayenne,GF,4.9333,-52.3333,86.04,75,75,5.01,broken clouds,2022-01-04 15:10:05
328,Moron,AR,-34.6534,-58.6198,91.96,37,79,10.85,broken clouds,2022-01-04 15:10:06
329,Viedma,AR,-40.8135,-62.9967,68.7,27,0,23.58,clear sky,2022-01-04 15:10:07
330,La Reforma,MX,25.0833,-108.05,60.26,59,20,4.38,few clouds,2022-01-04 15:10:08
331,Piet Retief,ZA,-27.0071,30.8132,64.35,79,78,8.55,light rain,2022-01-04 15:10:09
332,Havelock,US,34.8791,-76.9013,41.94,76,1,7.0,clear sky,2022-01-04 15:10:09
333,Santa Maria,BR,-29.6842,-53.8069,75.18,70,98,7.07,overcast clouds,2022-01-04 15:10:09
334,Mangrol,IN,21.1167,70.1167,74.21,78,1,6.08,clear sky,2022-01-04 15:10:10
335,Amazar,RU,53.858,120.875,-9.8,99,100,1.57,overcast clouds,2022-01-04 15:10:11
336,Huangmei,CN,30.1924,116.025,49.42,74,100,6.96,overcast clouds,2022-01-04 15:08:52
337,Yambio,SS,4.5721,28.3955,88.02,23,100,4.74,overcast clouds,2022-01-04 15:10:11
338,Itoman,JP,26.1247,127.6694,64.42,68,75,5.75,broken clouds,2022-01-04 15:10:11
339,Caravelas,BR,-17.7125,-39.2481,86.9,51,87,8.05,overcast clouds,2022-01-04 15:10:12
340,Coroata,BR,-4.13,-44.1242,81.84,81,98,3.24,overcast clouds,2022-01-04 15:10:12
341,Ostrovnoy,RU,68.0531,39.5131,12.42,88,100,2.91,light snow,2022-01-04 15:10:13
342,Savannah Bight,HN,16.45,-85.85,80.01,73,3,14.63,clear sky,2022-01-04 15:10:13
343,Abalak,RU,58.1286,68.5944,1.17,95,100,8.81,overcast clouds,2022-01-04 15:10:14
344,Eshowe,ZA,-28.8865,31.4699,73.63,77,41,9.48,moderate rain,2022-01-04 15:10:14
345,Mikhaylovka,RU,50.06,43.2379,24.78,95,99,10.54,overcast clouds,2022-01-04 15:10:14
346,Anadyr,RU,64.75,177.4833,16.23,90,100,7.49,overcast clouds,2022-01-04 15:10:15
347,Jingdezhen,CN,29.2947,117.2079,52.57,63,54,3.33,broken clouds,2022-01-04 15:10:15
348,San Jeronimo,PE,-11.9472,-75.2829,61.0,47,46,1.34,scattered clouds,2022-01-04 15:10:15
349,Bud,US,39.447,-86.1758,29.21,89,53,10.67,broken clouds,2022-01-04 15:10:16
350,Artvin,TR,41.1667,41.8333,34.88,99,100,0.49,light snow,2022-01-04 15:10:07
351,Nome,US,64.5011,-165.4064,12.27,37,1,9.42,clear sky,2022-01-04 15:09:29
352,Niamey,NE,13.5137,2.1098,86.5,14,6,8.97,clear sky,2022-01-04 15:10:17
353,Mahuta,TZ,-10.8667,39.45,83.19,53,100,8.19,overcast clouds,2022-01-04 15:10:17
354,Maniitsoq,GL,65.4167,-52.9,31.82,52,99,19.82,overcast clouds,2022-01-04 15:10:18
355,Srednekolymsk,RU,67.45,153.6833,-13.63,99,100,6.17,light snow,2022-01-04 15:10:18
356,Gidole,ET,5.65,37.3667,72.09,33,100,2.24,overcast clouds,2022-01-04 15:10:18
357,Sola,VU,-13.8833,167.55,81.99,77,100,16.58,overcast clouds,2022-01-04 15:10:19
358,Marzuq,YE,14.4,46.4667,75.94,50,92,0.85,overcast clouds,2022-01-04 15:10:19
359,Barga,IT,44.0742,10.4808,53.06,99,100,5.82,overcast clouds,2022-01-04 15:10:19
360,Linxia,CN,35.6003,103.2064,28.87,51,0,2.39,clear sky,2022-01-04 15:10:20
361,Huarmey,PE,-10.0681,-78.1522,72.7,79,66,6.93,broken clouds,2022-01-04 15:10:20
362,Nogliki,RU,51.8333,143.1667,-11.07,81,98,14.23,overcast clouds,2022-01-04 15:10:20
363,Baisha,CN,26.5222,110.9311,59.58,79,100,0.49,overcast clouds,2022-01-04 15:10:21
364,Bambous Virieux,MU,-20.3428,57.7575,79.21,78,73,11.54,broken clouds,2022-01-04 15:10:21
365,Lethem,GY,3.3803,-59.7968,88.68,39,83,13.65,broken clouds,2022-01-04 15:10:21
366,Muzhi,RU,65.3667,64.6667,0.34,95,100,9.4,light snow,2022-01-04 15:10:22
367,Beringovskiy,RU,63.05,179.3167,10.18,96,79,2.35,broken clouds,2022-01-04 15:10:22
368,Koslan,RU,63.4564,48.8989,-10.17,97,94,5.64,overcast clouds,2022-01-04 15:10:23
369,Luwuk,ID,-0.9516,122.7875,77.92,80,100,2.71,overcast clouds,2022-01-04 15:10:23
370,Tra Vinh,VN,9.9347,106.3453,76.59,81,37,9.66,scattered clouds,2022-01-04 15:10:23
371,Pisco,PE,-13.7,-76.2167,70.02,83,20,6.91,mist,2022-01-04 15:10:24
372,Portland,US,45.5234,-122.6762,41.43,93,75,1.99,light rain,2022-01-04 15:10:24
373,Sao Filipe,CV,14.8961,-24.4956,75.42,58,59,8.16,broken clouds,2022-01-04 15:10:25
374,Bira,RU,49.0,132.4667,-18.36,96,6,3.51,clear sky,2022-01-04 15:10:25
375,Subirana,HN,15.2,-87.45,62.04,85,67,3.36,broken clouds,2022-01-04 15:10:26
376,Saalfeld,DE,50.65,11.3667,44.49,96,100,5.06,overcast clouds,2022-01-04 15:10:26
377,Kieta,PG,-6.2167,155.6333,79.0,82,75,3.09,broken clouds,2022-01-04 15:09:55
378,Yatou,CN,37.15,122.3833,30.63,56,100,5.21,overcast clouds,2022-01-04 15:10:27
379,Goderich,CA,43.7501,-81.7165,31.91,72,76,18.43,broken clouds,2022-01-04 15:10:27
380,Klaksvik,FO,62.2266,-6.589,36.52,84,100,49.28,overcast clouds,2022-01-04 15:10:28
381,Umm Bab,QA,25.2142,50.8072,64.08,53,0,19.8,clear sky,2022-01-04 15:10:28
382,Svetlyy,RU,54.675,20.1347,42.85,89,100,12.53,overcast clouds,2022-01-04 15:10:29
383,Kununurra,AU,-15.7667,128.7333,87.78,62,78,9.22,broken clouds,2022-01-04 15:10:29
384,Meleuz,RU,52.9667,55.9167,3.69,97,98,3.94,overcast clouds,2022-01-04 15:10:30
385,Aasiaat,GL,68.7098,-52.8699,25.63,69,100,19.06,overcast clouds,2022-01-04 15:10:30
386,Acapulco,MX,16.8634,-99.8901,75.02,78,20,4.61,few clouds,2022-01-04 15:10:30
387,Khor,RU,47.8861,134.9464,-28.52,99,19,2.68,few clouds,2022-01-04 15:10:31
388,Berlevag,NO,70.8578,29.0864,15.75,73,100,12.66,light snow,2022-01-04 15:10:31
389,Camacha,PT,33.0833,-16.3333,60.22,77,40,19.57,scattered clouds,2022-01-04 15:10:31
390,Marsabit,KE,2.3284,37.9899,77.23,40,100,11.41,overcast clouds,2022-01-04 15:10:32
391,Nunkini,MX,20.3333,-90.1833,69.76,63,81,5.41,broken clouds,2022-01-04 15:10:32
392,Chernyshevskiy,RU,63.0128,112.4714,-49.88,100,76,1.63,broken clouds,2022-01-04 15:10:33
393,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,78.98,80,98,9.13,moderate rain,2022-01-04 15:10:33
394,Polysayevo,RU,54.6012,86.2459,27.73,73,100,10.74,overcast clouds,2022-01-04 15:10:11
395,Uige,AO,-7.6087,15.0613,67.03,98,100,1.81,overcast clouds,2022-01-04 15:10:33
396,Tautira,PF,-17.7333,-149.15,75.22,77,98,9.4,light rain,2022-01-04 15:10:34
397,Karratha,AU,-20.7377,116.8463,87.08,56,73,12.93,light rain,2022-01-04 15:10:34
398,Umea,SE,63.8284,20.2597,24.73,100,90,6.91,light snow,2022-01-04 15:06:57
399,Purpe,RU,64.4803,76.6897,14.49,92,100,16.82,overcast clouds,2022-01-04 15:10:35
400,Nanortalik,GL,60.1432,-45.2371,33.33,87,99,19.35,overcast clouds,2022-01-04 15:07:17
401,Wewak,PG,-3.5534,143.6268,79.23,87,100,12.66,overcast clouds,2022-01-04 15:10:36
402,Alice Springs,AU,-23.7,133.8833,87.35,11,5,13.8,clear sky,2022-01-04 15:10:36
403,Bichena,ET,10.45,38.2,64.62,46,89,3.91,overcast clouds,2022-01-04 15:10:37
404,Monte Gordo,PT,37.1819,-7.4523,60.75,60,57,21.34,broken clouds,2022-01-04 15:10:37
405,Khash,IR,28.2211,61.2158,51.04,67,12,17.16,few clouds,2022-01-04 15:09:44
406,Shihezi,CN,44.3,86.0333,13.06,90,71,3.83,broken clouds,2022-01-04 15:10:39
407,Dingle,PH,10.9995,122.6711,73.15,91,34,7.96,scattered clouds,2022-01-04 15:10:39
408,Turinsk,RU,58.0458,63.696,3.52,88,100,10.31,overcast clouds,2022-01-04 15:10:39
409,Hamada,JP,34.8833,132.0833,39.99,74,98,10.02,overcast clouds,2022-01-04 15:10:40
410,Chifeng,CN,42.2683,118.9636,16.29,38,0,4.0,clear sky,2022-01-04 15:10:40
411,San Luis Potosi,MX,22.5,-100.5,48.74,52,0,4.36,clear sky,2022-01-04 15:10:41
412,Pierre,US,44.3683,-100.351,12.85,84,1,8.05,clear sky,2022-01-04 15:10:41
413,Saint George,US,37.1041,-113.5841,30.67,86,1,0.0,clear sky,2022-01-04 15:10:42
414,Ust-Nera,RU,64.5667,143.2,-36.81,97,40,1.59,scattered clouds,2022-01-04 15:06:28
415,Macusani,PE,-14.0833,-70.4333,51.17,48,91,3.11,overcast clouds,2022-01-04 15:10:42
416,Usinsk,RU,65.9939,57.5281,-10.26,95,100,12.08,overcast clouds,2022-01-04 15:10:43
417,Baicheng,CN,45.6167,122.8167,-2.04,90,14,8.43,few clouds,2022-01-04 15:10:44
418,Umm Lajj,SA,25.0213,37.2685,73.31,44,0,18.03,clear sky,2022-01-04 15:10:44
419,Talnakh,RU,69.4865,88.3972,-0.76,98,100,10.47,light snow,2022-01-04 15:10:45
420,Skibbereen,IE,51.55,-9.2667,42.6,61,49,8.95,scattered clouds,2022-01-04 15:10:45
421,Una,IN,20.8167,71.0333,73.24,73,4,2.77,clear sky,2022-01-04 15:10:45
422,Novo Aripuana,BR,-5.1206,-60.3797,84.7,71,90,3.69,overcast clouds,2022-01-04 15:10:46
423,Kruisfontein,ZA,-34.0033,24.7314,74.88,67,73,11.68,broken clouds,2022-01-04 15:10:46
424,Russell,US,32.3502,-85.1999,41.38,83,37,6.67,scattered clouds,2022-01-04 15:10:46
425,Berdigestyakh,RU,62.0989,126.6992,-38.76,100,98,2.46,overcast clouds,2022-01-04 15:10:47
426,Vilyuysk,RU,63.7553,121.6247,-53.25,100,86,2.66,overcast clouds,2022-01-04 15:10:47
427,Jiujiang,CN,29.7333,115.9833,52.39,62,88,10.45,overcast clouds,2022-01-04 15:10:48
428,Noumea,NC,-22.2763,166.4572,82.0,99,74,6.71,broken clouds,2022-01-04 15:10:48
429,Mnogovershinnyy,RU,53.9353,139.9242,-18.65,81,3,5.46,clear sky,2022-01-04 15:10:49
430,Coquimbo,CL,-29.9533,-71.3436,62.33,88,75,12.66,broken clouds,2022-01-04 15:08:24
431,Teya,RU,60.3778,92.6267,20.48,91,100,6.87,overcast clouds,2022-01-04 15:10:49
432,Arman,RU,59.7,150.1667,6.33,81,100,7.9,overcast clouds,2022-01-04 15:10:50
433,Bandar-E Lengeh,IR,26.5579,54.8807,68.11,52,0,22.79,clear sky,2022-01-04 15:10:50
434,Killybegs,IE,54.6333,-8.45,42.46,57,97,24.27,light rain,2022-01-04 15:10:50
435,Kpandu,GH,6.9954,0.2931,88.25,46,92,6.87,overcast clouds,2022-01-04 15:10:51
436,Narsaq,GL,60.9167,-46.05,41.22,60,84,17.18,broken clouds,2022-01-04 15:10:51
437,Kutum,SD,14.2,24.6667,70.25,19,10,8.75,clear sky,2022-01-04 15:10:51
438,Les Escoumins,CA,48.1111,-69.0236,6.62,88,92,11.52,overcast clouds,2022-01-04 15:10:52
439,Tessalit,ML,20.1986,1.0114,75.6,14,0,5.7,clear sky,2022-01-04 15:10:52
440,Hualmay,PE,-11.0964,-77.6139,72.86,77,64,8.16,broken clouds,2022-01-04 15:10:53
441,Colomi,BO,-17.35,-65.8667,64.47,58,58,2.44,broken clouds,2022-01-04 15:10:53
442,Qui Nhon,VN,13.7667,109.2333,72.48,90,46,7.67,scattered clouds,2022-01-04 15:10:53
443,San Vicente,AR,-26.6167,-54.1333,75.33,81,61,3.0,light rain,2022-01-04 15:10:54
444,Copperas Cove,US,31.1241,-97.9031,45.52,58,1,9.22,clear sky,2022-01-04 15:10:54
445,Hambantota,LK,6.1241,81.1185,79.02,79,75,13.49,broken clouds,2022-01-04 15:10:54
446,Faya,SA,18.3851,42.4509,54.12,81,54,5.75,broken clouds,2022-01-04 15:10:55
447,Najran,SA,17.4924,44.1277,66.63,54,90,6.93,overcast clouds,2022-01-04 15:10:55
448,Salvador,SV,13.8333,-88.9167,79.2,62,4,4.18,clear sky,2022-01-04 15:10:55
449,Kjollefjord,NO,70.9457,27.3465,17.65,84,100,22.32,light snow,2022-01-04 15:10:56
450,Ejido,VE,8.5514,-71.2375,76.68,45,99,5.35,overcast clouds,2022-01-04 15:10:56
451,Topeka,US,39.0483,-95.678,36.57,64,1,3.0,clear sky,2022-01-04 15:10:56
452,Chuy,UY,-33.6971,-53.4616,89.69,46,93,8.23,overcast clouds,2022-01-04 15:10:57
453,Saint-Augustin,CA,51.226,-58.6502,-3.93,75,26,11.43,scattered clouds,2022-01-04 15:10:57
454,Dunedin,NZ,-45.8742,170.5036,58.08,95,100,1.72,overcast clouds,2022-01-04 15:10:57
455,Port Lincoln,AU,-34.7333,135.8667,61.34,66,48,18.16,scattered clouds,2022-01-04 15:10:58
456,Mao,ES,39.8885,4.2658,61.36,88,20,13.8,few clouds,2022-01-04 15:08:24
457,Grand Gaube,MU,-20.0064,57.6608,79.38,76,58,5.99,broken clouds,2022-01-04 15:10:58
458,Yashkul,RU,46.1711,45.3435,41.54,89,100,19.86,overcast clouds,2022-01-04 15:10:59
459,Nantucket,US,41.2835,-70.0995,29.01,69,1,10.36,clear sky,2022-01-04 15:10:59
460,Sinnamary,GF,5.3833,-52.95,81.23,69,98,9.35,overcast clouds,2022-01-04 15:10:59
461,Zhuhai,CN,22.2769,113.5678,68.11,83,20,8.05,few clouds,2022-01-04 15:10:59
462,Daru,PG,-9.0763,143.2092,78.21,88,100,9.42,overcast clouds,2022-01-04 15:11:00
463,Avera,US,33.194,-82.5271,41.72,46,0,10.25,clear sky,2022-01-04 15:11:00
464,Nuuk,GL,64.1835,-51.7216,36.21,51,90,14.97,overcast clouds,2022-01-04 15:11:01
465,Manitouwadge,CA,49.1215,-85.8403,-2.92,92,100,4.21,overcast clouds,2022-01-04 15:11:01
466,Havre-Saint-Pierre,CA,50.2334,-63.5986,5.52,64,67,9.13,broken clouds,2022-01-04 15:11:02
467,Eucaliptus,BO,-17.5833,-67.5167,64.09,33,24,3.76,few clouds,2022-01-04 15:11:02
468,Cabra,ES,37.4725,-4.4421,62.04,72,29,1.99,scattered clouds,2022-01-04 15:11:02
469,Lindi,TZ,-10.0,39.7167,83.82,64,100,8.88,overcast clouds,2022-01-04 15:11:03
470,Abu Samrah,SY,35.3029,37.1841,54.12,73,74,19.3,broken clouds,2022-01-04 15:11:03
471,Aykhal,RU,66.0,111.5,-42.29,100,59,7.02,broken clouds,2022-01-04 15:11:03
472,Valparaiso,CL,-33.0393,-71.6273,77.23,57,0,3.44,clear sky,2022-01-04 15:09:02
473,Sorong,ID,-0.8833,131.25,79.81,81,100,3.2,moderate rain,2022-01-04 15:11:04
474,Puerto Escondido,MX,15.85,-97.0667,79.77,45,0,3.85,clear sky,2022-01-04 15:11:04
475,Khandyga,RU,62.6667,135.6,-49.99,99,53,2.15,broken clouds,2022-01-04 15:11:05
